"ano","codigo_municipio","nome_municipio","cor_raca_branca","cor_raca_preta","cor_raca_amarela","cor_raca_parda","cor_raca_indigena","cor_raca_ignorada","tipo_gravidez_unica","tipo_gravidez_dupla","tipo_gravidez_tripla_ou_mais","tipo_gravidez__ignorada","gestacao_menos_de_22_semanas","gestacao_22_a_27_semanas","gestacao_28_a_31_semanas","gestacao_32_a_36_semanas","gestacao_37_a_41_semanas","gestacao_42_semanas_ou_mais","gestacao_ignorada","peso_menos_500g","peso_500_a_999g","peso_1000_a_1499g","peso_1500_a_2499g","peso_2500_a_2999g","peso_3000_a_3999g","peso_4000g_ou_mais","peso_ignorado","anomalia_presente","anomalia_nao_presente","anomalia_ignorada","sexo_masculino","sexo_feminino","sexo_ignorado","tipo_de_parto_vaginal","tipo_de_parto_cesariano","tipo_de_parto_ignorado","idade_mae_menos_10_anos","idade_mae_10_a_14_anos","idade_mae_15_a_19_anos","idade_mae_20_a_24_anos","idade_mae_25_a_29_anos","idade_mae_30_a_34_anos","idade_mae_35_a_39_anos","idade_mae_40_a_44_anos","idade_mae_45_a_49_anos","idade_mae_50_a_54_anos","idade_mae_55_a_59_anos","idade_mae_60_a_64_anos","idade_mae_65_a_69_anos","idade_mae_ignorada","mae_sem_escolaridade","tempo_de_estudo_mae_1_a_3_anos","tempo_de_estudo_mae_4_a_7_anos","tempo_de_estudo_mae_8_a_11_anos","tempo_de_estudo_mae_mais_de_12_anos","tempo_de_estudo_mae_ignorado","estado_civil_mae_solteira","estado_civil_mae_casada","estado_civil_mae_viuva","estado_civil_mae_separada_judicialmente","estado_civil_mae_uniao_consensual","estado_civil_mae_ignorado"
"2017","220202",BURITI DOS MONTES,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"2017","220208",CAJUEIRO DA PRAIA,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,0,0,0,4,1,4,1,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,1,0,0,3,0
"2017","220209",CALDEIRAO GRANDE DO PIAUI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2017","220210",CAMPINAS DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2017","220217",CAMPO LARGO DO PIAUI,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
"2017","220220",CAMPO MAIOR,2,0,0,997,0,0,999,0,0,0,0,0,0,61,892,46,0,0,0,0,21,150,725,103,0,0,999,0,533,466,0,531,468,0,0,7,181,304,251,170,68,16,2,0,0,0,0,0,10,46,216,626,97,4,203,350,2,1,420,23
"2017","220225",CANAVIEIRA,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,0,3,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0
"2017","220230",CANTO DO BURITI,10,4,0,109,0,5,128,0,0,0,0,0,1,9,111,7,0,0,0,0,8,29,89,2,0,1,122,5,64,64,0,97,31,0,0,3,29,32,34,18,10,1,1,0,0,0,0,0,5,10,39,67,5,2,38,26,0,0,60,4
"2017","220245",CAPITAO GERVASIO OLIVEIRA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"2017","220250",CARACOL,2,4,0,7,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,2,2,8,1,0,0,13,0,6,7,0,13,0,0,0,0,3,2,4,2,2,0,0,0,0,0,0,0,1,1,6,5,0,0,3,5,0,0,5,0
"2017","220253",CARAUBAS DO PIAUI,0,0,0,3,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,3,0,1,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0
"2017","220260",CASTELO DO PIAUI,7,3,0,255,0,0,261,4,0,0,0,0,0,9,246,10,0,0,0,0,5,31,190,36,3,2,263,0,134,131,0,140,125,0,0,2,46,68,68,56,19,5,1,0,0,0,0,0,5,8,77,157,18,0,247,15,0,1,1,1
"2017","220265",CAXINGO,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2017","220270",COCAL,9,1,0,26,0,3,38,1,0,0,0,0,5,3,28,2,1,0,0,0,6,6,23,4,0,0,33,6,19,20,0,39,0,0,0,0,9,14,10,3,3,0,0,0,0,0,0,0,3,8,21,7,0,0,7,4,1,0,26,1
"2017","220275",COLONIA DO GURGUEIA,0,1,0,4,0,0,5,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,2,0,0,0,5,0,4,1,0,5,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0,1,1
"2017","220277",COLONIA DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2017","220280",CONCEICAO DO CANINDE,1,0,0,2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,3,0,0,3,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0
"2017","220290",CORRENTE,45,43,1,693,1,7,788,2,0,0,1,2,2,43,676,53,13,0,2,1,23,138,573,50,3,1,787,2,394,396,0,504,286,0,0,15,220,222,149,116,59,8,1,0,0,0,0,0,4,36,210,440,90,10,247,173,2,6,356,6
"2017","220300",CRISTALANDIA DO PIAUI,0,1,0,4,0,1,5,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,4,1,0,0,6,0,4,2,0,6,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,2,0,0,3,1
"2017","220310",CRISTINO CASTRO,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2017","220320",CURIMATA,11,4,0,387,0,12,406,8,0,0,0,1,1,30,361,21,0,0,0,1,5,75,304,29,0,1,410,3,216,198,0,175,239,0,0,18,108,117,92,53,19,7,0,0,0,0,0,0,5,18,153,215,19,4,107,91,1,0,213,2
"2017","220325",CURRALINHOS,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0
"2017","220327",CURRAL NOVO DO PIAUI,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
"2017","220330",DEMERVAL LOBAO,11,34,4,208,1,5,263,0,0,0,0,2,1,14,232,14,0,0,0,0,4,38,202,19,0,1,259,3,135,128,0,263,0,0,0,1,75,87,60,28,9,3,0,0,0,0,0,0,0,8,72,164,15,4,63,57,0,1,137,5
"2017","220335",DIRCEU ARCOVERDE,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
"2017","220342",DOMINGOS MOURAO,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2017","220345",DOM INOCENCIO,1,1,1,3,0,0,6,0,0,0,0,0,0,2,3,0,1,0,0,0,1,2,3,0,0,0,3,3,3,3,0,6,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,0,0,0,2,1
"2017","220350",ELESBAO VELOSO,0,1,0,22,0,2,25,0,0,0,0,1,1,0,19,0,4,0,0,0,1,3,18,3,0,0,25,0,12,13,0,25,0,0,0,0,5,4,8,6,1,1,0,0,0,0,0,0,0,2,9,12,1,1,12,5,1,0,4,3
"2017","220370",ESPERANTINA,122,33,53,1328,0,9,1525,20,0,0,0,3,4,96,1358,84,0,0,3,2,50,283,1104,103,0,16,1529,0,781,764,0,711,834,0,0,14,342,442,406,232,90,18,1,0,0,0,0,0,11,80,492,858,103,1,356,226,1,0,959,3
"2017","220375",FARTURA DO PIAUI,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,3,0,1,2,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1
"2017","220380",FLORES DO PIAUI,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,4,0,3,1,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,2,0
"2017","220390",FLORIANO,257,202,15,2430,1,17,2857,65,0,0,0,5,9,405,2366,137,0,0,12,15,250,712,1771,162,0,17,2900,5,1504,1418,0,1083,1839,0,0,48,592,816,687,492,236,51,0,0,0,0,0,0,13,91,653,1703,450,12,1980,820,3,4,3,112
"2017","220420",FRANCISCO SANTOS,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2017","220430",FRONTEIRAS,18,6,0,74,0,10,108,0,0,0,1,0,0,3,100,4,0,0,0,0,2,11,82,13,0,0,107,1,51,57,0,29,79,0,0,2,13,20,40,21,10,2,0,0,0,0,0,0,3,0,13,83,7,2,23,41,0,0,41,3
"2017","220435",GEMINIANO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2017","220440",GILBUES,0,1,0,52,0,3,56,0,0,0,0,0,0,4,50,2,0,0,0,0,3,9,40,4,0,0,56,0,20,36,0,56,0,0,0,0,15,17,14,8,2,0,0,0,0,0,0,0,0,5,20,24,2,5,26,5,0,0,19,6
"2017","220450",GUADALUPE,18,12,0,91,0,3,124,0,0,0,0,2,0,12,97,13,0,0,0,0,3,33,77,11,0,0,123,1,56,68,0,91,33,0,0,2,30,30,31,19,10,2,0,0,0,0,0,0,0,6,43,69,4,2,32,35,1,0,54,2
"2017","220455",GUARIBAS,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,0,2,1,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0
"2017","220470",INHUMA,0,0,0,3,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,0,3,0,1,2,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
"2017","220480",IPIRANGA DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2017","220490",ISAIAS COELHO,0,3,0,3,0,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,4,0,0,0,6,0,2,4,0,6,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,5,0
"2017","220500",ITAINOPOLIS,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
"2017","220510",ITAUEIRA,29,8,0,79,0,0,116,0,0,0,0,0,0,11,104,1,0,0,0,0,8,28,72,8,0,0,116,0,55,61,0,44,72,0,0,4,21,36,26,17,11,1,0,0,0,0,0,0,1,6,27,75,6,1,55,34,0,1,25,1
"2017","220520",JAICOS,4,5,1,127,0,12,149,0,0,0,0,0,0,12,131,6,0,0,1,0,3,4,122,19,0,0,145,4,72,77,0,25,124,0,0,1,32,47,31,20,16,2,0,0,0,0,0,0,4,10,46,48,29,12,91,35,1,1,16,5
"2017","220530",JERUMENHA,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
"2017","220540",JOAQUIM PIRES,2,2,0,14,0,2,20,0,0,0,0,0,1,2,13,4,0,0,0,1,1,2,12,4,0,0,20,0,11,9,0,20,0,0,0,0,3,10,3,4,0,0,0,0,0,0,0,0,0,3,8,7,1,1,5,2,0,0,11,2
"2017","220550",JOSE DE FREITAS,6,7,3,241,0,0,255,2,0,0,0,2,1,22,202,10,20,0,1,0,12,42,178,24,0,0,257,0,117,140,0,257,0,0,0,4,58,83,53,47,12,0,0,0,0,0,0,0,1,7,54,184,10,1,51,79,0,2,125,0
"2017","220551",JUAZEIRO DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2017","220552",JULIO BORGES,1,0,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,3,0,2,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0
"2017","220553",JUREMA,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
"2017","220555",LAGOA ALEGRE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2017","220556",LAGOA DO BARRO DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2017","220558",LAGOA DO PIAUI,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
"2017","220560",LANDRI SALES,2,0,1,6,0,0,9,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,6,2,0,0,9,0,3,6,0,9,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,1,0,3,4,1,0,3,4,0,0,2,0
"2017","220570",LUIS CORREIA,0,2,0,7,0,0,9,0,0,0,0,0,0,0,6,1,2,0,0,0,2,3,2,1,1,0,9,0,3,6,0,9,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,1,3,3,2,0,0,2,0,0,0,7,0
"2017","220580",LUZILANDIA,9,6,2,237,0,54,300,8,0,0,0,0,2,25,254,24,3,0,1,0,18,50,216,23,0,0,308,0,133,175,0,177,131,0,0,5,79,96,60,43,21,4,0,0,0,0,0,0,3,19,105,163,16,2,138,48,0,0,115,7
"2017","220590",MANOEL EMIDIO,1,3,0,41,0,0,45,0,0,0,1,0,0,1,41,2,0,0,0,0,0,4,37,4,0,0,45,0,19,26,0,20,25,0,0,0,7,17,9,9,3,0,0,0,0,0,0,0,0,1,10,25,9,0,9,15,0,0,21,0
"2017","220595",MARCOLANDIA,0,1,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,3,0,2,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0
"2017","220600",MARCOS PARENTE,0,1,0,13,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,11,2,0,0,14,0,8,6,0,14,0,0,0,0,1,2,3,4,4,0,0,0,0,0,0,0,1,1,5,7,0,0,5,0,0,0,9,0
"2017","220610",MATIAS OLIMPIO,1,0,0,3,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,4,0,2,2,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,1,0
"2017","220620",MIGUEL ALVES,5,13,0,146,1,16,181,0,0,0,0,1,3,6,161,10,0,0,2,1,5,24,129,20,0,0,181,0,93,88,0,180,1,0,0,2,46,44,46,26,9,7,1,0,0,0,0,0,8,22,69,74,4,4,61,25,0,1,89,5
"2017","220640",MONSENHOR GIL,0,0,0,3,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,3,0,1,2,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0
"2017","220660",MONTE ALEGRE DO PIAUI,1,0,3,44,0,0,46,2,0,0,0,0,0,5,42,1,0,0,0,0,2,11,35,0,0,0,47,1,21,27,0,25,23,0,0,0,12,12,14,7,2,1,0,0,0,0,0,0,0,3,14,26,4,1,21,6,0,0,19,2
"2017","220665",MORRO CABECA NO TEMPO,3,0,0,2,0,1,6,0,0,0,0,0,1,1,4,0,0,0,0,0,1,2,3,0,0,0,6,0,1,5,0,6,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,2,0,0,1,0
"2017","220667",MORRO DO CHAPEU DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"2017","220669",MURICI DOS PORTELAS,1,1,0,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1,2,3,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0
"2017","220670",NAZARE DO PIAUI,3,0,0,1,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,2,1,0,0,4,0,3,1,0,4,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,2,0
"2017","220672",NAZARIA,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,3,0,2,1,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0
"2017","220680",NOSSA SENHORA DOS REMEDIOS,0,0,0,16,0,4,20,0,0,0,0,0,1,3,16,0,0,0,0,0,0,4,15,0,1,0,20,0,6,14,0,20,0,0,0,0,5,6,8,0,1,0,0,0,0,0,0,0,0,2,12,6,0,0,11,1,0,0,8,0
"2017","220700",OEIRAS,17,32,0,1146,1,0,1184,12,0,0,0,8,3,83,1040,62,0,0,2,2,53,256,817,66,0,3,1191,2,614,582,0,539,657,0,0,10,293,319,262,215,78,19,0,0,0,0,0,0,5,46,249,710,175,11,236,347,0,3,587,23
"2017","220720",PADRE MARCOS,2,0,0,3,0,0,5,0,0,0,0,0,0,3,1,1,0,0,0,0,0,2,3,0,0,0,5,0,3,2,0,5,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,1,0,0,1,0
"2017","220750",PALMEIRAIS,1,5,1,52,0,1,57,2,0,1,0,0,0,10,43,6,1,0,0,0,6,7,45,2,0,0,59,1,34,26,0,58,0,2,0,0,10,17,13,13,6,1,0,0,0,0,0,0,0,4,15,31,1,9,30,7,0,2,19,2
"2017","220755",PAQUETA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2017","220760",PARNAGUA,0,8,0,93,1,1,103,0,0,0,0,0,1,7,88,5,2,0,0,0,9,21,69,4,0,0,103,0,51,52,0,94,9,0,0,1,35,26,24,14,2,1,0,0,0,0,0,0,2,3,29,63,2,4,29,10,0,0,57,7
"2017","220770",PARNAIBA,517,104,8,4479,1,72,5090,91,0,0,3,22,48,558,3832,715,3,0,21,37,337,991,3422,373,0,28,5011,142,2642,2538,1,3242,1936,3,0,70,1077,1436,1233,884,390,86,5,0,0,0,0,0,53,187,1281,2994,627,39,1142,937,6,27,3028,41
"2017","220775",PASSAGEM FRANCA DO PIAUI,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2017","220780",PAULISTANA,109,52,0,344,0,32,533,4,0,0,1,1,4,51,450,30,0,0,1,1,19,111,373,31,1,3,503,31,277,260,0,297,240,0,0,4,112,164,131,85,37,4,0,0,0,0,0,0,3,27,147,323,33,4,208,85,0,0,239,5
"2017","220785",PAVUSSU,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2017","220790",PEDRO II,120,6,0,253,1,6,381,5,0,0,0,5,2,28,320,31,0,0,2,0,12,66,278,28,0,0,384,2,194,192,0,294,92,0,0,3,75,94,95,68,40,10,1,0,0,0,0,0,3,58,124,138,21,42,146,142,1,1,84,12
"2017","220800",PICOS,563,57,0,2543,1,0,3118,46,0,0,0,1,19,106,2993,45,0,0,0,15,158,711,2119,161,0,24,3137,3,1641,1523,0,972,2192,0,0,39,685,847,825,522,200,44,2,0,0,0,0,0,23,115,653,1844,529,0,951,1036,4,9,1162,2
"2017","220810",PIMENTEIRAS,0,0,0,7,0,2,7,0,0,2,0,0,0,1,4,1,3,0,0,1,1,0,7,0,0,0,8,1,2,7,0,8,0,1,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,2,4,3,0,0,1,3,0,0,3,2
"2017","220820",PIO IX,5,0,2,48,1,2,58,0,0,0,0,1,1,4,49,3,0,0,0,2,3,16,36,1,0,0,58,0,27,31,0,57,1,0,0,2,9,18,8,15,6,0,0,0,0,0,0,0,1,4,15,34,4,0,19,17,0,1,20,1
"2017","220830",PIRACURUCA,26,0,1,480,0,0,503,4,0,0,0,0,1,45,407,54,0,0,0,1,22,100,344,40,0,0,507,0,261,246,0,370,137,0,0,7,106,139,118,79,53,4,1,0,0,0,0,0,9,35,139,279,45,0,146,92,1,5,263,0
"2017","220840",PIRIPIRI,49,9,2,1007,3,430,1496,4,0,0,0,4,5,71,1311,109,0,0,4,0,42,309,1035,110,0,3,1464,33,800,700,0,760,740,0,0,17,308,448,356,241,105,23,1,1,0,0,0,0,6,110,381,872,111,20,278,362,4,33,768,55
"2017","220850",PORTO,2,2,0,74,0,2,79,1,0,0,0,0,0,5,73,2,0,0,0,0,3,31,44,2,0,2,77,1,37,43,0,80,0,0,0,0,17,28,16,15,3,1,0,0,0,0,0,0,1,7,28,39,5,0,28,9,0,0,43,0
"2017","220860",PRATA DO PIAUI,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"2017","220865",QUEIMADA NOVA,0,5,0,4,0,0,9,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,3,1,0,0,9,0,3,6,0,9,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,2,0,0,3,1
"2017","220870",REDENCAO DO GURGUEIA,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"2017","220880",REGENERACAO,0,15,1,80,0,0,94,2,0,0,0,0,1,9,81,5,0,0,0,0,9,21,57,9,0,0,96,0,53,43,0,96,0,0,0,0,20,31,22,21,1,1,0,0,0,0,0,0,1,2,25,64,4,0,48,18,0,0,30,0
"2017","220885",RIACHO FRIO,0,2,0,5,0,0,7,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,7,0,0,0,6,1,3,4,0,7,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0,0,0,4,1
"2017","220887",RIBEIRA DO PIAUI,1,0,0,3,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,4,0,3,1,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0
"2017","220890",RIBEIRO GONCALVES,1,1,0,91,0,14,106,1,0,0,0,1,1,8,94,3,0,0,0,0,3,21,78,5,0,0,74,33,57,50,0,37,70,0,0,1,17,40,29,13,5,2,0,0,0,0,0,0,1,1,22,63,15,5,25,24,0,0,56,2
"2017","220900",RIO GRANDE DO PIAUI,5,5,0,10,0,0,20,0,0,0,0,1,1,1,13,2,2,0,0,0,0,2,15,3,0,0,20,0,10,10,0,20,0,0,0,0,7,5,6,2,0,0,0,0,0,0,0,0,0,1,8,9,2,0,8,1,0,0,11,0
"2017","220915",SANTA CRUZ DOS MILAGRES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
